UXSPO555;APS Baturite;5001020
UXSPO555;APS Caucaia;5001040
UXSPO555;APS Fortaleza - Aldeota;5001050
UXSPO555;APS Fortaleza - Centro Oeste;5001060
UXSPO555;APS Fortaleza - Messejana;5001090
UXSPO555;APS Fortaleza - Parquelandia;5001110
UXSPO555;APS Fortaleza - Centro;5001120
UXSPO555;APS Pacajus;5001140
UXSPO555;APS Fortaleza - Caninde;5001170
UXSPO555;APS Boa Viagem;5001200
UXSPO555;APS Acopiara;5021010
UXSPO555;APS Campos Sales;5021040
UXSPO555;APS Crato;5021050
UXSPO555;APS Juazeiro do Norte;5021080
UXSPO555;APS Mombaca;5021090
UXSPO555;APS Brejo Santo;5021140
UXSPO555;APSADJ Juazeiro do Norte;5021160
UXSPO555;APS Missão Velha;5021170
UXSPO555;APS Orós;5021180
UXSPO555;APS Araripe;5021190
UXSPO555;APS Mauriti;5021200
UXSPO555;APS Pedra Branca;5021210
UXSPO555;APS Caririaçu;5021220
UXSPO555;APS Milagres;5021230
UXSPO555;APS Aurora;5021240
UXSPO556;APS Cedro;5021250
UXSPO556;APS Lavras da Mangabeira;5021260
UXSPO556;APS Barro;5021270
UXSPO555;EADJ Juazeiro do Norte;5021902
UXSPO555;APS Crateus;5022030
UXSPO555;APS Guaraciaba do Norte;5022040
UXSPO555;APS Sobral;5022090
UXSPO555;APS Móvel Sobral;5022100
UXSPO555;APS Viçosa do Ceará;5022110
UXSPO555;APS Tauá;5022130
UXSPO555;APS Coreaú;5022140
UXSPO555;APSADJ Sobral;5022150
UXSPO555;APS Forquilha;5022160
UXSPO555;APS Irauçubá;5022170
UXSPO555;APS Santana de Acaraú;5022180
UXSPO555;APS Cariré;5022190
UXSPO555;APS Itarema;5022210
UXSPO555;APS Morrinhos;5022250
UXSPO555;APS Tianguá;5022270
UXSPO555;APS Ibiapina;5022280
UXSPO555;APS Ipu;5022290
UXSPO555;EADJ Sobral;5022902
UXSPO556;APS Aracati;5001010
UXSPO556;APS Cascavel;5001030
UXSPO556;APS Fortaleza - Jacarecanga;5001070
UXSPO556;APS Fortaleza - Sul;5001080
UXSPO556;APS Fortaleza - Damas;5001100
UXSPO556;APS Maranguape;5001130
UXSPO556;APS Redencao;5001150
UXSPO556;APS Russas;5001160
UXSPO556;APS Quixada;5001180
UXSPO556;APS Quixeramobim;5001190
UXSPO556;APS Maracanau;5001210
UXSPO556;APS Móvel Fortaleza;5001220
UXSPO556;APS Pacatuba;5001230
UXSPO556;APSADJ Fortaleza;5001240
UXSPO556;APS Paracuru;5001250
UXSPO556;APS Horizonte;5001260
UXSPO556;APS São Gonçalo do Amarante/CE;5001270
UXSPO556;APS Pentecoste;5001280
UXSPO556;APS Beberibe;5001290
UXSPO556;APS Paraipaba;5001300
UXSPO556;APS Araçoiaba;5001310
UXSPO556;APS Tabuleiro do Norte;5001320
UXSPO556;APS Limoeiro do Norte;5001330
UXSPO556;APS Ocara;5001340
UXSPO556;APS Morada Nova;5001350
UXSPO556;APS Jaguaribe;5001360
UXSPO556;APS Iracema;5001370
UXSPO556;APS Aquiraz;5001380
UXSPO556;APS Assaré;5021020
UXSPO556;APS Barbalha;5021030
UXSPO556;APS Ico;5021060
